,Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
96,05/01/2020 00:00,January,1774.125714,Q1,Night,eco-friendly accessories,eco-friendly sportswear,eco-friendly clothing for hikers,Germany,Pinterest,Image gallery,Tablet,4434.877618,21.63567835,502.4446819,33639.8977,4.86489618,16.95817164,804.7343343,23.09061113,46.4105127,2.736260951,69.91843273,3.841606669,9.483267778,223.9840647,344.5559574,46.06832637,26.03582311,Product Page,40.60097364,7.415199407,3800.572971,53.18783814,7705.837946,6.2242474,1.779165717,715.3837753,0.240394517,402.3216638,2201.643761,1.663610526,38.53556646,1070.490612
97,05/01/2020 01:00,January,1633.597192,Q1,Night,vegan leather handbags,eco-friendly hiking gear,sustainable fashion for athletes,Canada,Instagram,Blog post,Mobile,5089.048865,34.93066051,589.3611983,873.9383719,0.769764854,27.54733951,529.262419,63.70561073,51.36010022,5.04581645,76.09859512,29.0528702,2.259613195,63.28783397,157.0313126,56.27599916,33.71649212,Category Page,14.01348404,3.820883331,1218.950618,66.86063319,6159.484886,4.780468924,1.788560133,192.4936524,0.515103085,356.9060575,392.3524703,0.807896844,43.96921718,1206.48977
98,05/01/2020 02:00,January,1794.930703,Q1,Night,eco-friendly accessories,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,YouTube,Video,Desktop,435.6350758,47.6519733,2547.83932,33133.74801,1.103781327,38.06153531,311.7592375,78.16779655,27.94080974,3.422943664,47.12535455,37.5195213,8.689589993,382.7411391,87.63907299,54.66678032,29.34524899,Category Page,66.0155508,2.011705544,1265.631919,68.73460302,791.7943094,1.529969459,1.136851721,144.6381318,0.83373075,206.4686214,2843.64872,9.755694529,30.15262012,644.3905809
99,05/01/2020 03:00,January,1799.093702,Q1,Night,sustainable outdoor gear,ethical fashion brands,carbon-neutral activewear,United Kingdom,Twitter,Product page,Mobile,448.8021554,78.71534269,1007.498591,21291.23784,7.543525036,16.25872774,356.0745375,35.26332123,33.47524097,6.953782433,73.41481821,19.7233784,8.943627034,58.69010359,137.1934744,52.88045822,33.53519735,Blog Post,39.45244577,0.813095629,1930.489629,41.64183105,2308.191784,1.383753047,1.000424433,841.3271606,0.45785723,100.9674795,757.918694,0.818178295,39.26912454,933.4919723
100,05/01/2020 04:00,January,1634.213732,Q1,Night,recycled fabric dresses,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Canada,Twitter,Shorts,Laptop,2317.485082,54.99505271,2257.863533,35398.3518,3.764581749,3.220269288,704.5159863,49.34198421,52.28081616,4.415711186,63.70730169,-4.539506348,7.263672939,155.7408148,147.5804049,62.67827285,15.48529092,Blog Post,39.36295267,7.082163357,611.4834603,72.57056815,4820.263996,3.502700329,3.975286936,233.8034674,0.162155783,36.20955345,2135.143538,13.18971488,12.55626027,1223.302646
101,05/01/2020 05:00,January,1790.08996,Q1,Night,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,Canada,Facebook,Shorts,Tablet,3781.413126,5.970105362,274.8346769,15667.79169,0.654296649,10.65803903,559.2863079,33.66085321,38.57600116,3.028888664,53.66699083,12.67701684,12.6285523,377.5644892,414.6074607,52.35031275,16.81956116,Blog Post,30.50047917,7.11253819,2184.20757,55.78712338,7197.39528,4.340116352,3.521200012,431.2800768,0.601097144,320.6983372,3422.546881,10.60936356,21.96362084,399.3340206
102,05/01/2020 06:00,January,1680.186311,Q1,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,sustainable fashion for athletes,Australia,Snapchat,Video,Mobile,3472.723479,34.14775012,951.6199223,13751.37531,0.512726917,23.49795286,235.0815655,32.75485455,51.5354847,1.413819721,67.64771466,1.273704808,11.36458402,328.9191321,335.5681051,66.1734033,24.75255624,Homepage,51.17807767,6.279056,3561.19952,63.65362538,1047.586943,6.378331543,2.701357875,311.5416585,0.784869673,90.04781222,2524.017018,0.844785303,53.37012272,384.1642169
103,05/01/2020 07:00,January,1789.154293,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Canada,Twitter,Shorts,Mobile,5067.098781,28.17553184,1789.680722,17918.39694,1.449576704,16.37408003,134.2940547,72.4820031,46.27463476,6.791639354,74.10475486,39.03023551,11.04227891,324.301464,31.43346574,49.4755483,35.74959002,Homepage,61.60652209,2.408506919,1775.262158,44.38113275,4913.075677,3.194158418,2.736986707,674.9039227,0.501835306,194.3154142,3214.936212,11.31095191,10.25452853,1241.106543
104,05/01/2020 08:00,January,1699.214901,Q1,Morning,organic cotton apparel,eco-friendly hiking gear,sustainable fashion for athletes,Mexico,Snapchat,Infographic,Tablet,6537.650462,16.06027114,930.7714245,15268.87915,1.493015932,40.67674419,556.6494371,51.89453397,18.49932003,1.981509069,55.48356922,37.19728362,10.77385786,263.0190937,262.8850458,58.6796558,37.42054909,Homepage,56.47348724,2.496837627,3047.248143,51.43670455,7849.568221,1.543448133,1.695605956,684.3219542,0.608760734,271.2927164,3743.748418,8.085770607,19.10401466,252.2806353
105,05/01/2020 09:00,January,1718.601233,Q1,Morning,eco-friendly clothing,eco-friendly sportswear,biodegradable outdoor clothing,Canada,Instagram,Infographic,Laptop,1056.696574,62.4827049,2381.082709,21706.39426,0.809518788,7.430128761,52.50136229,75.9028952,10.07379642,4.562914321,51.48397348,21.53735925,9.319046433,354.1352428,297.6437218,70.10776507,16.28613349,Category Page,66.0860399,5.391672002,1440.02051,68.73290183,745.7755766,2.525982164,3.101376852,520.1740148,0.331474158,64.06382155,2498.649229,15.78906229,13.00024896,475.6559189
106,05/01/2020 10:00,January,1793.294883,Q1,Morning,vegan leather handbags,ethical fashion brands,carbon-neutral activewear,United Kingdom,Twitter,Video,Laptop,5972.152886,54.3212238,334.0087873,27251.79155,3.297219627,40.00548064,623.8388208,66.73454765,12.95665823,1.750054555,67.54578723,29.02099723,0.852524983,297.5938286,29.5091324,51.62334442,28.16421561,Product Page,66.28856079,7.881695336,3295.920253,60.34180704,2691.269267,4.504787925,0.927320753,550.5940699,0.336166905,315.9496791,2252.836942,7.083804297,24.16081316,622.8820472
107,05/01/2020 11:00,January,1696.174611,Q1,Morning,organic cotton apparel,eco-friendly hiking gear,sustainable fashion for athletes,Canada,Pinterest,Product page,Laptop,6830.622816,75.66891489,75.70775194,34294.98357,5.731178759,13.65282245,133.7415348,13.22305985,27.41211351,7.823008935,52.82355128,43.22138525,8.131172375,281.2019023,255.8275416,39.34205855,11.7977989,Category Page,29.80472722,6.058425485,602.9732566,51.18421468,1774.433468,2.064547219,1.060711492,133.5710231,0.604741053,168.9638821,3691.179364,11.60614091,59.22724019,1177.533651
108,05/01/2020 12:00,January,1686.331695,Q1,Afternoon,eco-friendly clothing,sustainable activewear,biodegradable outdoor clothing,Germany,Instagram,Video,Desktop,4272.472645,23.85168955,2313.391995,6551.261274,4.149757654,9.381319343,574.0413026,17.53242361,63.83366479,2.074543665,63.74307152,7.665414335,12.69787936,412.7900044,285.8806397,56.33490512,25.38341502,Blog Post,27.5473928,3.017669333,3118.994425,74.92694505,3873.334086,3.722866899,3.35881992,616.8631433,0.423293366,133.6332736,987.0477745,13.35645222,32.04130291,97.79828683
109,05/01/2020 13:00,January,1666.525008,Q1,Afternoon,organic cotton apparel,eco-friendly hiking gear,biodegradable outdoor clothing,Australia,Twitter,Shorts,Desktop,8257.778646,66.69148203,1138.333036,29719.25297,3.071485466,37.96555827,477.0604277,42.73581857,39.59876439,5.956167096,52.01713825,25.6215949,1.204695517,20.41407676,46.06113907,64.23961832,20.34871413,Homepage,14.15649954,7.679258449,510.6475109,65.24793811,7854.848156,7.312225189,3.294041586,392.9298718,0.427112177,315.7338701,2451.046237,5.937110266,15.94159041,398.3791601
110,05/01/2020 14:00,January,1732.742543,Q1,Afternoon,organic cotton apparel,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,United Kingdom,Twitter,Blog post,Tablet,4359.243846,75.6720493,1007.510056,16019.35661,6.11463412,13.99278097,567.2104675,8.250131396,23.83648904,1.682157839,79.78610596,6.415718915,7.58567118,270.5761697,384.0295961,51.75428214,20.42117714,Product Page,55.66626268,5.112256349,3415.077645,72.5786378,675.8980425,1.487764044,1.275178646,473.8066802,0.62846123,197.472631,392.8784437,6.951659284,37.69735796,753.3509695
111,05/01/2020 15:00,January,1761.396033,Q1,Afternoon,sustainable outdoor gear,green fashion trends,biodegradable outdoor clothing,Australia,Pinterest,Video,Desktop,6872.245154,48.2798334,160.3106043,39245.8155,1.223052065,26.40045947,454.832305,49.97767157,30.19215582,4.019644081,49.13226394,37.75086749,9.179361597,146.4130295,399.0139555,55.15262675,16.43134365,Homepage,57.40869231,4.531175962,764.1881142,60.79081576,7356.080824,3.905869113,3.002150059,597.8602482,0.615646827,402.1177169,3712.277826,16.63449757,24.38049014,350.6363254
112,05/01/2020 16:00,January,1637.944764,Q1,Afternoon,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,United States,Pinterest,Product page,Laptop,5516.633781,72.67987786,1887.828779,7695.687158,5.517194589,23.65157572,235.2195174,37.22180296,63.90520952,7.027591138,66.02324062,4.093206295,9.785311286,378.0562277,480.0273393,59.83304862,35.15482907,Category Page,57.63930994,8.467388516,3722.253961,44.01676694,709.8681869,1.092340026,1.674381929,805.4282306,0.202766813,52.98948357,957.3055933,14.76141683,22.88694083,991.7413373
113,05/01/2020 17:00,January,1712.952224,Q1,Afternoon,organic cotton apparel,eco-friendly hiking gear,biodegradable outdoor clothing,Australia,YouTube,Video,Laptop,8306.731048,62.82597852,2326.907215,18547.01529,4.805800719,14.80709452,852.0919089,27.54768258,63.56808375,1.090887699,65.59222672,-5.242342549,9.112065909,30.45544461,463.4456811,49.99362542,17.70530906,Blog Post,35.08884884,3.159213484,2097.497162,63.67110578,5884.32687,3.474241886,2.557688538,587.5612513,0.302916344,22.48740894,1570.790803,5.860544918,42.04937714,654.7369028
114,05/01/2020 18:00,January,1653.644647,Q1,Evening,eco-friendly clothing,ethical fashion brands,carbon-neutral activewear,United States,Facebook,Infographic,Laptop,8036.123491,4.113864163,812.5865832,13769.6989,2.146946247,35.64183756,664.3061083,14.40969713,31.26943592,2.291504898,80.41227788,23.59903328,2.75640106,228.6378992,430.5627837,40.82585046,28.31946241,Product Page,22.7376332,6.889379772,586.7480173,57.37115302,3177.283527,3.471624224,2.769342584,261.2607278,0.099978133,416.2241403,270.4223546,1.675269959,46.16142413,276.7438324
115,05/01/2020 19:00,January,1720.008071,Q1,Evening,eco-friendly accessories,eco-friendly sportswear,best organic cotton t-shirts in the US,Canada,Instagram,Shorts,Mobile,3997.205068,58.54800388,1902.584226,15256.04435,5.010037448,22.31212414,269.4992692,13.17699241,62.42090327,3.280105159,55.10598894,21.7098946,7.423764571,275.37831,298.6581394,59.42259433,16.82808146,Product Page,56.54680525,5.237466735,1491.970768,75.12576184,895.9000895,2.823263166,3.948704437,261.4297235,0.558216558,223.2655804,1186.60859,5.274274563,52.69250353,1153.151848
116,05/01/2020 20:00,January,1760.870232,Q1,Evening,eco-friendly accessories,ethical fashion brands,where to buy recycled polyester running shorts,United States,Instagram,Product page,Mobile,2884.913489,16.32564616,53.39004474,3255.375401,5.882628639,20.85448278,539.9374191,14.14294008,53.16363966,2.851296867,70.25615372,11.23586309,4.071790306,64.84152127,141.7093123,68.49661617,21.77587457,Category Page,10.1441186,3.545927355,728.0179177,61.23417198,4930.971201,7.120478734,1.497068824,721.2153308,0.084580362,414.7295537,3529.96509,14.1229688,47.18188325,1198.694019
117,05/01/2020 21:00,January,1791.601136,Q1,Evening,sustainable outdoor gear,ethical fashion brands,biodegradable outdoor clothing,Mexico,Instagram,Shorts,Desktop,7524.603704,20.22722887,113.1009186,16462.30795,2.234184971,20.35182069,80.07066922,60.03804827,27.69570623,7.181094757,69.21337254,32.34165945,1.980698746,47.81357927,339.78717,53.0553722,14.74101055,Blog Post,37.00250949,7.21390335,619.7350115,61.21044921,8679.333824,4.661235294,4.077749086,649.6326711,0.166868799,16.69243088,1410.95014,11.3810441,42.64146951,1021.658539
118,05/01/2020 22:00,January,1740.7217,Q1,Evening,eco-friendly clothing,sustainable activewear,eco-friendly clothing for hikers,United Kingdom,Pinterest,Shorts,Laptop,4599.837504,27.46019445,637.1083935,13938.49548,4.591924858,11.00614736,416.4198302,56.35791728,15.58435023,6.138244223,55.97035082,21.5709923,8.634441387,72.678135,177.7719342,64.4812677,40.21257378,Product Page,64.06909739,3.097346519,2572.646062,66.45056095,8277.177082,5.933205837,2.368903666,376.1262554,0.550248774,308.7391755,3896.669474,13.05731344,24.86138655,624.0939996
119,05/01/2020 23:00,January,1742.454051,Q1,Evening,recycled fabric dresses,green fashion trends,best organic cotton t-shirts in the US,Canada,Twitter,Blog post,Mobile,3797.822396,52.03769221,1457.482753,27260.84139,4.153905817,16.91489373,755.3637197,50.90049068,25.26990796,5.064043383,49.68281574,43.39895747,2.061393639,218.2285208,190.0008181,64.36234481,13.94677316,Homepage,16.45400631,2.082585619,2871.391595,47.325867,2409.550431,3.478385842,2.751535598,690.4168513,0.099861346,131.2315397,150.3167305,14.94712541,16.32381022,431.3642914
120,06/01/2020 00:00,January,1687.145826,Q1,Night,sustainable outdoor gear,sustainable activewear,biodegradable outdoor clothing,Mexico,Instagram,Blog post,Mobile,4938.003498,8.647520925,2296.720084,23028.35054,1.975445601,10.32375735,504.2559443,51.99510199,17.25826174,4.392226107,62.46004073,6.835898875,10.55543826,78.26653013,348.6217331,40.61592967,38.28243724,Product Page,62.28371395,3.021992305,3107.181763,59.63888287,8462.842189,2.08375989,2.06605137,289.6266952,0.667456153,131.1875073,625.3573698,8.010216122,32.36018415,405.4467745
121,06/01/2020 01:00,January,1697.345185,Q1,Night,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,United Kingdom,Instagram,Blog post,Tablet,506.0963329,35.55221653,382.5359405,36075.66163,0.425848194,17.78163722,212.7047046,13.37829275,43.22041871,0.920332617,44.7546989,41.63952503,7.374233407,270.8378404,238.3355054,65.31798916,35.15023725,Homepage,45.67698862,3.75632674,3951.35367,63.16485986,5550.521459,1.62881891,0.938415962,605.9058548,0.378450462,263.7931811,3846.168038,2.450317885,19.94230885,1112.881433
122,06/01/2020 02:00,January,1647.673389,Q1,Night,organic cotton apparel,ethical fashion brands,best organic cotton t-shirts in the US,Australia,Facebook,Product page,Tablet,5335.578041,78.33200936,1717.56129,17909.38694,5.357659654,36.83110651,630.6142011,35.90199775,15.98696927,2.677114093,63.98864696,12.014343,0.607434972,70.71445221,484.5959311,45.20805718,10.62938849,Blog Post,33.32259429,0.59762204,4191.309861,68.40335177,5444.823224,7.093291917,2.858008693,752.4474451,0.184345831,164.9013921,2761.037028,11.32805552,15.96831525,702.4653832
123,06/01/2020 03:00,January,1797.563651,Q1,Night,vegan leather handbags,ethical fashion brands,biodegradable outdoor clothing,United States,Snapchat,Shorts,Mobile,1869.297466,13.99605125,1888.153835,26161.52056,4.684604967,30.30513533,800.0150505,16.18673613,64.72258225,5.078352866,49.02244221,-3.473185673,11.76229816,96.57420668,207.550412,41.1924409,8.574156152,Blog Post,75.32620533,0.502091978,3141.30567,62.09671691,2631.863971,7.145819967,2.207730383,171.5068844,0.40566265,317.3155056,1476.556845,4.994930142,55.74963728,940.27663
124,06/01/2020 04:00,January,1778.161828,Q1,Night,eco-friendly clothing,eco-friendly sportswear,best organic cotton t-shirts in the US,Australia,YouTube,Video,Desktop,1731.294926,28.83645496,1517.302059,23700.44857,2.571877056,5.554913425,845.5036924,46.52289921,59.10612047,5.491769777,85.07071918,1.254265111,9.326613727,247.2975226,212.0278754,51.3480204,35.58386718,Homepage,56.11206589,7.055188758,782.2523495,64.36233399,3464.270138,8.414229222,3.248776716,155.84699,0.603107971,188.6891884,1729.089149,9.439542855,20.81328253,998.5436256
125,06/01/2020 05:00,January,1744.689389,Q1,Night,eco-friendly accessories,sustainable activewear,where to buy recycled polyester running shorts,Mexico,Snapchat,Image gallery,Tablet,925.5813695,10.22115221,756.3778034,19654.47816,1.186950417,17.48192362,514.6217414,49.92619816,56.15259601,8.006877765,68.3457965,40.79736066,12.71609719,304.6813484,206.39196,44.45488161,20.19773857,Homepage,30.98889354,8.519094507,2230.888324,58.05399554,6468.230534,7.967095238,4.189903824,93.11526788,0.115329871,41.7605969,3325.312237,15.60541181,46.01570019,1210.903012
126,06/01/2020 06:00,January,1773.854062,Q1,Morning,vegan leather handbags,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,United States,Instagram,Blog post,Desktop,1854.548405,2.490072845,1964.899717,33733.39634,5.505879586,3.650050994,194.8423134,56.04150769,13.77799902,5.316014293,80.61246849,14.42206024,12.89687585,86.9217484,120.312275,57.21347052,40.90368153,Product Page,78.22559463,5.660110852,1530.792487,45.82471518,7680.620117,3.907107502,2.838066043,231.1136938,0.637100332,414.827682,312.8243089,13.82138263,28.56454017,817.1379921
127,06/01/2020 07:00,January,1704.885459,Q1,Morning,recycled fabric dresses,green fashion trends,where to buy recycled polyester running shorts,Canada,Snapchat,Blog post,Laptop,4254.091145,41.0921537,2207.894005,31104.9625,2.54970205,28.38548587,417.6977986,20.9010641,49.2377276,4.364607562,68.0494745,34.4708896,1.91902831,228.2079428,220.78701,69.19210263,13.0930336,Homepage,35.6353995,0.617051273,1548.702431,72.79774238,7575.958336,3.636583208,1.481191017,463.0252245,0.756136696,56.87737774,2094.531944,12.56419047,57.11979444,556.2899462
128,06/01/2020 08:00,January,1703.547119,Q1,Morning,sustainable outdoor gear,sustainable activewear,where to buy recycled polyester running shorts,Australia,YouTube,Shorts,Laptop,7791.15912,18.85810803,1658.385063,32863.21531,0.929135481,31.94215901,123.3687206,33.73937042,9.428075068,4.547846463,66.60332867,24.15947919,4.841023104,299.7939108,144.9839563,43.21060803,23.37576461,Blog Post,68.30369072,8.260487086,2093.562596,66.83782969,2775.304806,8.298854621,3.457047046,287.540013,0.260469787,380.1677748,1993.914457,5.072225561,39.97976336,129.2771835
129,06/01/2020 09:00,January,1689.002188,Q1,Morning,sustainable outdoor gear,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Mexico,Snapchat,Shorts,Laptop,2486.744464,4.437467794,1545.900822,15128.76769,5.910737725,25.45783444,273.1520952,28.95191396,65.69105843,6.626836235,45.68035089,15.86571327,1.893622126,374.2605006,159.8259423,58.27313389,27.69524621,Blog Post,17.61038372,2.525831354,940.7793128,50.14108394,1824.400945,4.735992088,1.229513091,859.1721007,0.699158342,316.4014685,1552.413378,11.52282784,52.21509221,245.5049514
130,06/01/2020 10:00,January,1747.092425,Q1,Morning,recycled fabric dresses,green fashion trends,eco-friendly clothing for hikers,United States,TikTok,Infographic,Mobile,5004.661571,70.59724919,1951.311348,22612.41848,8.168907955,28.22000185,263.1300939,40.00929525,52.93631583,6.45478755,70.37396518,31.0813783,9.851800606,73.9640299,162.3285373,40.03302538,12.11925468,Product Page,16.41619698,0.452882477,2071.329855,59.93701472,6095.463101,7.51115846,1.932646663,638.3253518,0.154762548,74.48616076,3464.036543,6.775968835,42.24851493,595.3748664
131,06/01/2020 11:00,January,1761.196478,Q1,Morning,recycled fabric dresses,eco-friendly sportswear,where to buy recycled polyester running shorts,Germany,Facebook,Product page,Mobile,5005.550057,17.91818749,670.4415261,1153.28307,2.378052991,38.31326213,375.3370993,57.96195578,39.91556031,6.142170544,76.3352384,-3.33784656,7.240696986,361.2318443,201.9472635,41.93100729,35.87451104,Blog Post,27.66973125,5.54180423,3364.656343,72.29031452,8472.681369,2.000632373,3.569182227,742.0643881,0.123797458,122.1495036,216.4598051,1.703907689,57.93513849,773.2277777
132,06/01/2020 12:00,January,1714.024653,Q1,Afternoon,eco-friendly clothing,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,Snapchat,Blog post,Mobile,4353.039937,23.57620397,2633.127752,41235.11779,6.662903122,33.19980612,97.92067656,49.38149079,36.44232597,3.548570583,74.42652602,33.89688578,1.007107004,33.04520684,391.7012725,39.30676362,16.43772474,Category Page,34.57049157,3.137994332,739.7079512,71.98560409,5738.441201,6.586529699,3.968937106,500.4495551,0.32035806,356.8897671,1535.55477,8.340840226,9.333843705,765.071809
133,06/01/2020 13:00,January,1658.599079,Q1,Afternoon,recycled fabric dresses,green fashion trends,biodegradable outdoor clothing,Germany,Twitter,Shorts,Tablet,3165.243634,12.44185909,971.0195966,2491.388552,5.645356194,39.68620673,525.8148705,73.68127394,58.766694,4.577589153,66.3555666,21.02209118,10.74044282,141.4707913,484.9286902,38.59905305,39.07143745,Product Page,32.24345598,1.37515666,1580.768512,48.4698741,4279.974917,5.45584169,4.146875595,575.5221724,0.8141373,322.760879,670.8608061,6.696806143,35.42339815,920.8160487
134,06/01/2020 14:00,January,1655.812243,Q1,Afternoon,eco-friendly clothing,sustainable activewear,eco-friendly clothing for hikers,Germany,Pinterest,Product page,Tablet,4834.457451,60.19140933,402.819097,28765.22425,8.04556256,19.52156445,733.9699635,60.39500682,23.25301451,5.422171926,76.05137532,27.64026401,5.746887707,94.10663629,67.45791467,45.35646317,9.317204461,Blog Post,71.585561,5.876747485,1307.204823,61.17374709,2214.737342,4.133143384,1.283516496,749.5378362,0.464626468,89.12000377,1416.264715,14.51718693,37.03710452,601.637488
135,06/01/2020 15:00,January,1646.689258,Q1,Afternoon,vegan leather handbags,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Mexico,Snapchat,Product page,Desktop,3924.769402,4.162200279,590.7475401,14400.68167,8.255189485,39.5895853,235.6684654,66.4050111,40.91213292,1.229356056,44.19595091,-7.301694148,2.213831689,185.1797081,383.8418761,56.38026765,40.32403155,Product Page,25.81609821,2.924738212,2668.831941,42.77088264,7840.873654,3.842938159,3.408282443,311.7546172,0.391912883,276.0948716,2523.074906,0.852901057,43.77727986,1063.844431
136,06/01/2020 16:00,January,1631.754314,Q1,Afternoon,eco-friendly accessories,green fashion trends,best organic cotton t-shirts in the US,United Kingdom,TikTok,Image gallery,Desktop,6197.693688,64.5427685,1197.010886,1159.678309,1.162358724,12.7369008,165.6609681,21.6924807,10.50692004,5.623644057,74.51287347,-6.582905131,3.358950185,189.1354911,99.51576312,63.60982375,41.97389496,Product Page,49.25689877,1.551026203,1465.90276,65.72838734,7633.988689,3.833548885,2.199277323,482.1533756,0.724340467,344.3909433,3668.997544,12.58347926,32.63246644,1168.835569
137,06/01/2020 17:00,January,1685.238193,Q1,Afternoon,recycled fabric dresses,sustainable activewear,where to buy recycled polyester running shorts,Mexico,Twitter,Infographic,Laptop,8044.889974,70.28368397,1311.727715,6709.399029,6.037312077,32.22521531,168.0184836,62.73640928,13.7234643,2.255618843,50.02163838,19.42564287,1.650581977,330.4377483,193.2358573,57.55522241,9.125727775,Category Page,15.0034113,1.041804319,1982.011167,69.39538576,2608.227404,1.673799702,2.874825251,857.5867811,0.774841321,352.0879566,826.959621,8.864934688,52.72335492,1237.52078
138,06/01/2020 18:00,January,1689.907707,Q1,Evening,eco-friendly accessories,athleisure for eco-conscious consumers,carbon-neutral activewear,Canada,Snapchat,Shorts,Tablet,4396.560507,70.1393272,1161.088342,10769.40934,4.325502739,12.17229459,168.3999335,36.47424967,13.68922835,4.822054551,48.90751972,28.19917922,9.905008696,236.0452401,162.0102061,44.76812159,12.52679198,Blog Post,11.4667026,1.400265267,644.8750802,67.45828099,5650.165518,3.190200563,1.841737175,820.2825903,0.674871303,355.462947,1593.002907,3.324467175,13.53071806,610.7899053
139,06/01/2020 19:00,January,1711.04342,Q1,Evening,recycled fabric dresses,ethical fashion brands,sustainable fashion for athletes,Canada,Facebook,Infographic,Desktop,5952.621052,32.06393645,183.2207078,25135.72866,8.161247957,19.07437126,887.9297689,62.82408073,14.36002228,5.504446031,71.42614475,13.34580471,13.10768701,232.9177181,125.1910463,39.53206997,21.80058603,Product Page,49.72703337,6.055297041,4397.758873,47.66226159,4708.747007,4.466165822,3.346357127,348.0634213,0.789793746,88.32174681,3678.268541,5.144487052,51.22780037,521.0858338
140,06/01/2020 20:00,January,1655.972221,Q1,Evening,vegan leather handbags,ethical fashion brands,carbon-neutral activewear,Germany,Twitter,Shorts,Laptop,3914.698253,6.036132017,1290.50663,40694.81128,4.206980154,6.752535259,698.0928025,60.05319279,61.10137745,4.483311033,69.67668073,23.72584506,3.972922238,219.6979295,410.0702856,66.19430637,38.61587554,Product Page,73.48313619,0.776279314,3191.473782,63.23670858,4640.162389,1.076490181,2.10906005,775.8369001,0.64721164,272.8660255,1691.617903,3.534276234,43.04534318,403.380928
141,06/01/2020 21:00,January,1736.723215,Q1,Evening,eco-friendly clothing,green fashion trends,best organic cotton t-shirts in the US,United States,Pinterest,Blog post,Desktop,4104.058394,37.0939435,638.6462551,25811.31512,0.512720341,17.36199565,44.45980438,32.03193423,60.77601055,6.562980267,68.62832371,40.5976611,12.4902229,306.0322141,73.56581346,43.6892187,16.45801554,Category Page,42.4211561,8.465222444,532.1253059,70.85740263,5712.871164,8.627631209,3.334675246,224.2258992,0.588701932,124.2053767,2307.839927,12.34188609,32.62447035,673.417348
142,06/01/2020 22:00,January,1708.044678,Q1,Evening,recycled fabric dresses,sustainable activewear,best organic cotton t-shirts in the US,United Kingdom,Twitter,Shorts,Tablet,2771.09137,29.18561135,350.4789885,21783.44574,0.798560524,26.93633396,727.8035019,71.07672977,53.5735439,5.13670288,74.61318723,-7.543939394,12.94618887,186.3450944,107.4258524,49.60885061,22.06797016,Category Page,36.64214071,3.0496126,3132.488825,54.74334196,3979.065612,4.511564638,1.518322033,235.6892071,0.413458151,218.7967917,1781.927097,4.293210416,15.59896312,175.4108919
143,06/01/2020 23:00,January,1671.445462,Q1,Evening,eco-friendly accessories,green fashion trends,best organic cotton t-shirts in the US,Germany,Snapchat,Blog post,Mobile,8202.470533,79.41030362,2162.001422,27868.43781,4.230668105,10.91945497,680.0034453,29.16300812,42.16906458,3.426687817,60.2021702,39.88690372,9.843489627,63.03979626,188.1199261,40.34927606,34.23920346,Blog Post,60.77807644,2.287209933,2090.687095,69.15050796,3119.476457,5.630099015,4.125577034,409.5507781,0.201870648,195.1238965,1868.041357,14.31696644,30.25668479,832.6833037
144,07/01/2020 00:00,January,1763.066645,Q1,Night,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,Germany,Instagram,Video,Mobile,3106.381536,74.25490138,1473.562378,19994.99982,1.89706057,29.4173809,672.4432571,28.11188777,45.83735094,3.247182716,61.29173037,-0.631911281,12.8390228,104.1264625,126.041508,54.97517029,41.01100012,Category Page,71.65780218,1.774024514,894.3886398,49.56284913,4411.422553,4.974406907,1.238142368,804.2976335,0.539370871,42.23507455,2184.951698,12.40734492,49.91211858,327.3919707
